,Driver_ID,Age,Gender,City,Education_Level,Income,Date_of_joining,Last_Working_Date,Joining_Designation,Grade,Total_Business_Value,Quarterly_Rating,Tenure,Join_Month,Leave_Month,Has_left,Monthly_Income_Increase,Quarterly_Rating_Increase
1268,1489,29.0,Male,C8,1,39403,2020-08-18,,2,2,1410500,3,,2020-08,,Active,0,1
1269,1490,39.0,Female,C21,0,71142,2020-03-20,2020-10-04,2,2,1174310,1,198.0,2020-03,2020-10,Left,0,0
1270,1491,26.0,Male,C20,1,56936,2020-04-18,2020-07-29,2,2,0,1,102.0,2020-04,2020-07,Left,0,0
1271,1492,42.0,Male,C1,0,130279,2020-10-04,2020-11-28,3,3,0,1,55.0,2020-10,2020-11,Left,0,0
1272,1493,27.0,Male,C19,2,64476,2019-07-21,2020-06-22,1,1,4722090,1,337.0,2019-07,2020-06,Left,0,0
1273,1494,32.0,Female,C18,0,34356,2018-05-09,2019-01-07,1,1,0,1,243.0,2018-05,2019-01,Left,0,0
1274,1495,30.0,Male,C22,2,97212,2020-06-29,,2,2,889800,2,,2020-06,,Active,0,1
1275,1498,28.0,Female,C12,0,49570,2020-05-04,2020-09-27,2,2,0,1,146.0,2020-05,2020-09,Left,0,0
1276,1500,31.0,Male,C18,2,86551,2020-06-13,2020-09-12,3,3,127760,1,91.0,2020-06,2020-09,Left,0,0
1277,1501,38.0,Male,C5,2,73316,2020-11-17,,3,3,0,1,,2020-11,,Active,0,0
1278,1502,35.0,Female,C21,2,64780,2019-09-28,2020-01-31,2,2,150030,1,125.0,2019-09,2020-01,Left,0,0
1279,1504,50.0,Male,C8,2,31555,2018-03-02,,2,2,17624660,3,,2018-03,,Active,0,0
1280,1505,27.0,Female,C22,1,69831,2020-07-03,,3,3,1052990,2,,2020-07,,Active,0,1
1281,1506,31.0,Female,C14,1,57107,2019-08-15,2019-11-21,1,1,0,1,98.0,2019-08,2019-11,Left,0,0
1282,1507,39.0,Female,C19,2,60780,2018-10-28,2019-01-25,2,2,0,1,89.0,2018-10,2019-01,Left,0,0
1283,1508,33.0,Male,C23,0,108452,2013-07-21,2019-10-28,2,3,8000250,1,2290.0,2013-07,2019-10,Left,0,0
1284,1509,35.0,Male,C27,1,79222,2019-07-20,2020-08-30,2,2,10264390,1,407.0,2019-07,2020-08,Left,0,0
1285,1510,28.0,Female,C16,1,92375,2017-07-14,,1,3,12796500,3,,2017-07,,Active,0,1
1286,1512,32.0,Male,C23,1,49957,2019-05-05,2019-12-20,2,2,1741740,1,229.0,2019-05,2019-12,Left,0,0
1287,1513,25.0,Female,C28,0,19448,2018-07-06,2019-06-03,1,2,3117260,1,332.0,2018-07,2019-06,Left,0,0
1288,1514,32.0,Male,C20,0,54667,2020-08-01,,3,3,640640,1,,2020-08,,Active,0,0
1289,1515,36.0,Male,C24,2,84573,2020-10-31,,3,3,0,1,,2020-10,,Active,0,0
1290,1516,35.0,Female,C12,2,75453,2019-07-07,2019-12-15,2,2,658610,2,161.0,2019-07,2019-12,Left,0,1
1291,1517,42.0,Female,C11,2,125545,2015-09-20,2019-06-02,1,3,4504950,1,1351.0,2015-09,2019-06,Left,0,0
1292,1518,36.0,Female,C15,2,113064,2020-09-01,,3,3,300210,1,,2020-09,,Active,0,0
1293,1520,32.0,Male,C5,2,64559,2013-10-30,2019-12-14,1,2,5839760,1,2236.0,2013-10,2019-12,Left,0,0
1294,1521,31.0,Male,C20,1,31401,2020-12-07,,1,1,0,1,,2020-12,,Active,0,0
1295,1522,30.0,Female,C6,2,64606,2020-05-08,2020-11-21,2,2,1597690,1,197.0,2020-05,2020-11,Left,0,0
1296,1523,28.0,Female,C2,2,35116,2020-01-03,2020-03-13,1,1,0,1,70.0,2020-01,2020-03,Left,0,0
1297,1524,35.0,Female,C13,0,44784,2018-09-24,2019-07-07,2,2,1439130,1,286.0,2018-09,2019-07,Left,0,0
1298,1525,28.0,Female,C13,0,61884,2018-08-17,2019-03-28,2,2,711920,1,223.0,2018-08,2019-03,Left,0,0
1299,1526,34.0,Male,C1,2,60087,2016-12-24,,1,1,14026730,3,,2016-12,,Active,0,0
1300,1527,31.0,Male,C5,2,82042,2020-05-08,,2,2,196920,1,,2020-05,,Active,0,0
1301,1528,42.0,Male,C25,2,76707,2018-11-30,2019-02-28,2,2,0,1,90.0,2018-11,2019-02,Left,0,0
1302,1529,37.0,Female,C5,0,20523,2020-11-07,,1,1,0,1,,2020-11,,Active,0,0
1303,1530,27.0,Male,C20,2,44841,2020-07-25,2020-09-27,1,1,0,1,64.0,2020-07,2020-09,Left,0,0
1304,1531,31.0,Male,C25,2,46001,2017-01-21,2019-03-23,2,2,320450,1,791.0,2017-01,2019-03,Left,0,0
1305,1532,37.0,Male,C2,1,48555,2019-09-15,,2,2,3268160,2,,2019-09,,Active,0,1
1306,1533,32.0,Female,C22,0,74305,2020-09-21,2020-11-13,3,3,0,1,53.0,2020-09,2020-11,Left,0,0
1307,1534,30.0,Female,C26,0,96076,2020-02-23,2020-06-30,3,3,3329000,1,128.0,2020-02,2020-06,Left,0,0
1308,1536,27.0,Male,C15,2,39731,2019-07-19,2019-08-30,1,1,0,1,42.0,2019-07,2019-08,Left,0,0
1309,1540,32.0,Male,C5,2,44949,2016-04-29,2020-01-11,1,2,10990300,2,1352.0,2016-04,2020-01,Left,0,0
1310,1541,40.0,Male,C4,0,48956,2020-05-15,2020-09-21,1,1,825600,2,129.0,2020-05,2020-09,Left,0,1
1311,1542,39.0,Female,C6,0,42300,2018-11-13,2019-02-18,1,1,0,1,97.0,2018-11,2019-02,Left,0,0
1312,1543,44.0,Male,C4,1,31948,2018-06-18,2019-01-16,1,1,0,1,212.0,2018-06,2019-01,Left,0,0
1313,1544,37.0,Male,C13,1,90123,2019-10-31,2020-03-13,2,2,350000,1,134.0,2019-10,2020-03,Left,0,0
1314,1547,33.0,Female,C13,2,57863,2020-01-02,2020-05-05,2,2,803540,1,124.0,2020-01,2020-05,Left,0,0
1315,1548,28.0,Male,C20,1,35090,2018-10-19,2019-05-14,1,1,1893740,1,207.0,2018-10,2019-05,Left,0,0
1316,1549,36.0,Female,C21,1,95945,2015-08-30,,1,3,21660330,3,,2015-08,,Active,0,1
1317,1550,30.0,Male,C2,1,25552,2020-10-03,,2,2,483680,1,,2020-10,,Active,0,0
1318,1553,45.0,Female,C1,0,24821,2019-06-23,2020-03-06,1,1,1553390,1,257.0,2019-06,2020-03,Left,0,0
1319,1555,29.0,Male,C23,1,42317,2018-06-23,2019-06-22,1,1,4071230,2,364.0,2018-06,2019-06,Left,0,0
1320,1556,31.0,Female,C26,0,21762,2020-06-08,2020-09-19,1,1,0,1,103.0,2020-06,2020-09,Left,0,0
1321,1557,32.0,Male,C12,2,47379,2019-05-23,2019-09-12,1,1,145500,1,112.0,2019-05,2019-09,Left,0,0
1322,1558,31.0,Male,C22,0,34561,2018-09-29,2019-06-20,2,2,3209970,1,264.0,2018-09,2019-06,Left,0,0
1323,1559,38.0,Female,C14,2,62853,2018-06-25,2019-09-22,1,1,2661590,1,454.0,2018-06,2019-09,Left,0,0
1324,1560,37.0,Male,C7,1,44999,2015-08-13,2020-07-29,1,2,9460590,2,1812.0,2015-08,2020-07,Left,0,0
1325,1561,31.0,Male,C25,0,30292,2019-11-15,,1,1,386060,1,,2019-11,,Active,0,0
1326,1562,25.0,Female,C17,2,31361,2018-06-10,2019-05-09,1,1,1350140,1,333.0,2018-06,2019-05,Left,0,0
1327,1563,42.0,Female,C27,2,35176,2019-06-21,,2,2,8856850,3,,2019-06,,Active,0,1
1328,1565,36.0,Female,C9,1,30310,2018-10-23,2020-04-12,1,1,5698600,1,537.0,2018-10,2020-04,Left,0,0
1329,1566,31.0,Female,C6,0,59451,2020-06-28,2020-09-25,3,3,0,1,89.0,2020-06,2020-09,Left,0,0
1330,1567,36.0,Male,C22,1,46726,2019-07-29,2019-11-26,3,3,151600,1,120.0,2019-07,2019-11,Left,0,0
1331,1568,34.0,Male,C20,1,70455,2020-12-11,,2,2,0,1,,2020-12,,Active,0,0
1332,1569,25.0,Male,C21,2,56760,2018-05-13,2020-06-29,1,1,6424400,1,778.0,2018-05,2020-06,Left,0,0
1333,1570,33.0,Female,C21,2,72503,2019-10-31,2019-12-07,2,2,0,1,37.0,2019-10,2019-12,Left,0,0
1334,1571,23.0,Male,C16,2,54632,2019-09-28,2019-11-30,1,1,0,1,63.0,2019-09,2019-11,Left,0,0
1335,1572,30.0,Male,C8,0,21245,2019-06-06,2019-06-29,2,2,0,1,23.0,2019-06,2019-06,Left,0,0
1336,1573,30.0,Female,C8,1,62349,2015-07-30,,1,2,19301010,4,,2015-07,,Active,0,1
1337,1574,27.0,Male,C14,0,72839,2019-06-28,2019-11-22,2,2,0,1,147.0,2019-06,2019-11,Left,0,0
1338,1575,34.0,Male,C15,2,111621,2019-08-30,2019-09-22,3,3,0,1,23.0,2019-08,2019-09,Left,0,0
1339,1576,29.0,Male,C26,2,71740,2020-04-04,2020-10-30,3,3,5300890,2,209.0,2020-04,2020-10,Left,0,0
1340,1577,32.0,Female,C24,0,43963,2019-09-17,2019-12-01,2,2,0,1,75.0,2019-09,2019-12,Left,0,0
1341,1578,42.0,Male,C13,2,54922,2018-10-05,2020-02-09,2,2,6887200,1,492.0,2018-10,2020-02,Left,0,0
1342,1579,24.0,Male,C10,0,32779,2019-12-10,,1,1,7277380,4,,2019-12,,Active,0,1
1343,1580,27.0,Male,C27,0,23149,2019-09-05,2020-01-04,2,2,0,1,121.0,2019-09,2020-01,Left,0,0
1344,1581,29.0,Male,C15,0,25873,2019-06-30,2019-06-30,1,1,0,1,0.0,2019-06,2019-06,Left,0,0
1345,1582,39.0,Male,C3,1,52711,2018-08-31,2019-06-20,2,2,2659790,2,293.0,2018-08,2019-06,Left,0,0
1346,1583,27.0,Female,C16,0,12456,2018-05-07,2019-01-11,1,1,0,1,249.0,2018-05,2019-01,Left,0,0
1347,1585,48.0,Male,C7,1,117644,2013-06-16,2020-05-27,2,4,17967580,1,2537.0,2013-06,2020-05,Left,0,0
1348,1586,30.0,Female,C6,0,75643,2020-09-20,,2,2,0,1,,2020-09,,Active,0,0
1349,1587,46.0,Female,C20,0,48111,2018-02-17,2019-07-09,2,2,3009570,1,507.0,2018-02,2019-07,Left,0,0
1350,1588,42.0,Male,C5,1,84516,2015-09-20,,1,2,19559860,3,,2015-09,,Active,0,1
1351,1589,39.0,Male,C15,2,55037,2018-10-26,2019-06-08,3,3,1462050,1,225.0,2018-10,2019-06,Left,0,0
1352,1590,31.0,Female,C17,0,38396,2020-06-05,2020-09-08,2,2,0,1,95.0,2020-06,2020-09,Left,0,0
1353,1591,28.0,Male,C19,1,43897,2018-12-16,2019-01-25,2,2,0,1,40.0,2018-12,2019-01,Left,0,0
1354,1592,25.0,Female,C29,2,58051,2020-05-03,,1,1,3313220,3,,2020-05,,Active,0,1
1355,1593,27.0,Male,C28,0,49886,2020-11-23,2020-12-11,2,2,0,1,18.0,2020-11,2020-12,Left,0,0
1356,1594,33.0,Male,C20,1,76101,2020-07-31,,3,3,450700,1,,2020-07,,Active,0,0
1357,1595,29.0,Male,C22,1,27572,2018-08-04,2019-08-27,1,1,2272880,3,388.0,2018-08,2019-08,Left,0,1
1358,1597,38.0,Female,C17,1,54600,2015-05-31,2019-09-19,2,2,2512600,2,1572.0,2015-05,2019-09,Left,0,1
1359,1598,35.0,Male,C20,2,95284,2019-10-04,,4,4,12423580,1,,2019-10,,Active,0,0
1360,1599,30.0,Female,C9,2,108812,2020-07-04,,3,3,301200,1,,2020-07,,Active,0,0
1361,1600,37.0,Male,C14,2,83083,2019-08-13,2020-07-10,3,3,6125270,1,332.0,2019-08,2020-07,Left,0,0
1362,1601,31.0,Male,C12,0,59932,2019-08-29,2020-01-19,2,2,0,1,143.0,2019-08,2020-01,Left,0,0
1363,1602,38.0,Male,C10,0,22645,2018-09-12,2019-06-29,1,1,1016890,1,290.0,2018-09,2019-06,Left,0,0
1364,1603,28.0,Female,C20,2,66465,2018-10-14,2019-01-23,1,1,0,1,101.0,2018-10,2019-01,Left,0,0
1365,1605,42.0,Male,C16,0,50832,2020-05-05,,1,1,4320510,3,,2020-05,,Active,0,0
1366,1606,44.0,Female,C12,1,99127,2014-08-22,,1,3,22800020,3,,2014-08,,Active,0,1
1367,1607,26.0,Male,C15,2,77477,2020-01-10,2020-07-29,3,3,4015020,1,201.0,2020-01,2020-07,Left,0,0
1368,1609,22.0,Female,C5,0,12987,2019-11-29,2020-04-13,1,1,0,1,136.0,2019-11,2020-04,Left,0,0
1369,1610,38.0,Male,C7,1,116218,2019-05-30,2019-12-26,2,4,1072630,1,210.0,2019-05,2019-12,Left,0,0
1370,1611,34.668434595389385,Male,C4,1,23537,2018-01-08,2019-09-21,1,1,4609660,1,621.0,2018-01,2019-09,Left,0,0
1371,1612,35.0,Male,C27,0,69697,2018-10-14,2020-12-07,2,2,12641110,1,785.0,2018-10,2020-12,Left,0,0
1372,1613,33.0,Male,C26,0,45531,2020-01-25,2020-04-12,2,2,0,1,78.0,2020-01,2020-04,Left,0,0
1373,1614,42.0,Male,C27,1,20797,2018-07-09,2019-01-14,2,2,0,1,189.0,2018-07,2019-01,Left,0,0
1374,1616,44.0,Male,C14,1,100297,2017-10-23,2019-06-28,5,5,0,1,613.0,2017-10,2019-06,Left,0,0
1375,1617,34.0,Male,C3,2,45153,2020-03-13,2020-07-17,1,1,0,1,126.0,2020-03,2020-07,Left,0,0
1376,1618,29.0,Male,C1,1,56985,2020-11-03,,2,2,0,1,,2020-11,,Active,0,0
1377,1619,33.0,Female,C16,0,44706,2020-12-08,,2,2,0,1,,2020-12,,Active,0,0
1378,1621,27.0,Male,C25,2,29043,2018-01-19,2019-09-08,1,1,7519640,4,597.0,2018-01,2019-09,Left,0,0
1379,1622,35.0,Male,C20,0,21412,2020-09-28,,2,2,0,1,,2020-09,,Active,0,0
1380,1623,37.0,Male,C5,2,94437,2015-08-02,,1,3,14313890,2,,2015-08,,Active,0,0
1381,1624,30.0,Female,C13,1,72989,2018-12-02,2019-02-04,3,3,101850,1,64.0,2018-12,2019-02,Left,0,0
1382,1625,40.0,Male,C29,2,56380,2020-11-22,,3,3,164520,1,,2020-11,,Active,0,0
1383,1626,40.0,Male,C1,2,113174,2020-11-03,,4,4,0,1,,2020-11,,Active,0,0
1384,1627,31.0,Male,C1,1,34473,2019-06-28,2019-11-14,2,2,0,1,139.0,2019-06,2019-11,Left,0,0
1385,1628,37.0,Male,C27,0,35189,2020-04-20,2020-05-12,3,3,0,1,22.0,2020-04,2020-05,Left,0,0
1386,1629,38.0,Male,C12,0,112424,2014-08-01,,2,4,7120860,1,,2014-08,,Active,0,0
1387,1630,35.0,Female,C28,1,98568,2019-12-12,2020-01-18,2,2,0,1,37.0,2019-12,2020-01,Left,0,0
1388,1631,23.0,Female,C6,2,71984,2018-01-13,2019-12-17,1,3,9309340,1,703.0,2018-01,2019-12,Left,0,0
1389,1632,36.0,Female,C3,1,81876,2020-12-06,,2,2,0,1,,2020-12,,Active,0,0
1390,1633,31.0,Female,C29,0,52126,2019-11-29,,2,2,6097060,3,,2019-11,,Active,0,1
1391,1634,23.0,Female,C21,1,40818,2020-09-14,,1,1,270780,1,,2020-09,,Active,0,0
1392,1635,29.0,Male,C20,0,13417,2018-12-31,2019-03-16,1,1,252760,1,75.0,2018-12,2019-03,Left,0,0
1393,1636,32.0,Male,C12,2,61712,2020-03-29,2020-07-18,3,3,0,1,111.0,2020-03,2020-07,Left,0,0
1394,1637,34.0,Female,C1,2,68209,2020-08-03,,3,3,948670,1,,2020-08,,Active,0,0
1395,1638,33.0,Female,C2,1,122837,2019-04-11,2020-06-30,3,3,60153830,4,446.0,2019-04,2020-06,Left,0,0
1396,1639,47.0,Male,C8,1,50533,2018-09-01,2019-07-05,1,1,738300,1,307.0,2018-09,2019-07,Left,0,0
1397,1640,28.0,Male,C28,1,88169,2019-11-09,2020-11-27,3,3,11769770,2,384.0,2019-11,2020-11,Left,0,1
1398,1642,50.0,Male,C29,2,55774,2018-09-05,,2,2,15329900,3,,2018-09,,Active,0,1
1399,1643,36.0,Male,C25,1,47992,2018-09-10,2019-03-31,1,1,454610,1,202.0,2018-09,2019-03,Left,0,0
1400,1644,48.0,Female,C9,1,105513,2014-04-28,,2,4,28842760,1,,2014-04,,Active,0,0
1401,1645,25.0,Male,C3,0,15822,2019-10-04,2020-02-28,1,1,0,1,147.0,2019-10,2020-02,Left,0,0
1402,1646,33.0,Female,C1,2,74903,2020-05-15,2020-07-29,3,3,0,1,75.0,2020-05,2020-07,Left,0,0
1403,1647,26.0,Male,C3,2,36114,2018-09-03,2019-03-29,1,1,650770,1,207.0,2018-09,2019-03,Left,0,0
1404,1650,31.0,Female,C23,0,34600,2020-12-11,,2,2,0,1,,2020-12,,Active,0,0
1405,1651,43.0,Male,C18,0,21942,2018-10-21,2020-05-04,1,1,4836070,2,561.0,2018-10,2020-05,Left,0,0
1406,1652,33.0,Male,C3,1,127193,2020-05-01,,3,3,1335220,2,,2020-05,,Active,0,1
1407,1653,32.0,Female,C19,0,16486,2020-04-27,2020-07-14,1,1,0,1,78.0,2020-04,2020-07,Left,0,0
1408,1655,34.0,Female,C11,1,43252,2015-08-06,,1,2,16431480,3,,2015-08,,Active,0,1
1409,1657,40.0,Male,C10,0,100892,2015-09-06,,1,4,21404140,2,,2015-09,,Active,0,0
1410,1658,30.0,Female,C22,2,34234,2019-11-21,,1,1,3489080,2,,2019-11,,Active,0,1
1411,1659,25.0,Female,C22,1,60688,2019-08-01,2019-09-28,2,2,0,1,58.0,2019-08,2019-09,Left,0,0
1412,1661,43.0,Male,C20,1,21898,2016-05-17,2019-03-29,1,1,543200,1,1046.0,2016-05,2019-03,Left,0,0
1413,1662,43.0,Female,C1,0,120954,2015-09-20,,1,3,21851100,3,,2015-09,,Active,0,1
1414,1663,36.0,Male,C5,2,59481,2019-11-19,,2,2,0,1,,2019-11,,Active,0,0
1415,1664,52.0,Female,C27,1,91839,2016-01-28,2020-12-18,1,4,25121990,2,1786.0,2016-01,2020-12,Left,0,0
1416,1665,35.0,Male,C12,1,52175,2020-04-26,2020-11-21,2,2,1139880,2,209.0,2020-04,2020-11,Left,0,1
1417,1666,34.0,Male,C21,1,42844,2020-07-31,,2,2,2921180,4,,2020-07,,Active,0,1
1418,1667,42.0,Male,C29,1,58534,2019-04-02,2019-05-17,3,3,0,1,45.0,2019-04,2019-05,Left,0,0
1419,1668,33.0,Female,C15,0,52635,2019-08-09,,2,2,3416270,1,,2019-08,,Active,0,0
1420,1669,34.668434595389385,Male,C25,0,11068,2019-09-08,2020-11-28,1,1,2903650,1,447.0,2019-09,2020-11,Left,0,0
1421,1670,34.0,Female,C1,1,24875,2018-03-07,,1,1,10734200,2,,2018-03,,Active,0,0
1422,1671,29.0,Female,C9,0,62689,2019-12-02,2020-01-06,3,3,0,1,35.0,2019-12,2020-01,Left,0,0
1423,1672,37.0,Female,C14,1,115978,2017-01-06,2019-06-25,4,4,0,1,900.0,2017-01,2019-06,Left,0,0
1424,1673,52.0,Female,C14,2,81784,2018-06-23,2019-11-26,1,2,4016540,1,521.0,2018-06,2019-11,Left,0,0
1425,1674,34.0,Female,C1,2,21627,2019-10-18,2020-02-18,1,1,219010,1,123.0,2019-10,2020-02,Left,0,0
1426,1675,42.0,Female,C14,2,53930,2018-07-13,2020-04-10,1,1,21717750,1,637.0,2018-07,2020-04,Left,0,0
1427,1676,36.0,Female,C27,2,70831,2020-08-02,,2,2,1212980,2,,2020-08,,Active,0,1
1428,1677,33.0,Female,C10,2,123255,2018-01-03,2019-02-19,2,2,4513790,4,412.0,2018-01,2019-02,Left,0,0
1429,1678,34.0,Male,C16,0,41305,2017-11-29,,2,2,5911900,2,,2017-11,,Active,0,1
1430,1679,36.0,Male,C12,2,55285,2018-07-27,,1,2,14577970,2,,2018-07,,Active,0,0
1431,1680,32.0,Female,C9,1,65299,2020-01-04,2020-07-29,2,2,3018940,1,207.0,2020-01,2020-07,Left,0,0
1432,1681,29.0,Male,C18,2,40325,2018-08-20,2019-03-18,1,1,500000,1,210.0,2018-08,2019-03,Left,0,0
1433,1682,24.0,Male,C24,2,48711,2020-05-29,2020-11-06,2,2,1989440,2,161.0,2020-05,2020-11,Left,0,1
1434,1683,40.0,Female,C9,0,100798,2020-05-01,2020-07-29,3,3,592150,2,89.0,2020-05,2020-07,Left,0,1
1435,1685,34.0,Female,C25,1,56916,2018-08-04,2019-08-29,1,1,3378920,1,390.0,2018-08,2019-08,Left,0,0
1436,1686,34.0,Male,C15,0,30959,2020-06-09,2020-09-05,1,1,174000,1,88.0,2020-06,2020-09,Left,0,0
1437,1687,33.0,Male,C3,2,45207,2020-02-09,2020-07-29,1,1,611520,1,171.0,2020-02,2020-07,Left,0,0
1438,1688,28.0,Male,C28,2,65448,2019-08-22,2019-10-11,2,2,0,1,50.0,2019-08,2019-10,Left,0,0
1439,1689,36.0,Female,C3,2,50809,2019-06-22,2019-11-05,3,3,123720,1,136.0,2019-06,2019-11,Left,0,0
1440,1690,35.0,Male,C28,1,87794,2013-10-09,2019-11-21,2,3,4984870,1,2234.0,2013-10,2019-11,Left,0,0
1441,1692,34.0,Male,C3,2,82666,2019-08-02,2019-09-10,3,3,0,1,39.0,2019-08,2019-09,Left,0,0
1442,1693,34.0,Female,C21,1,48656,2020-01-09,2020-05-10,2,2,1799230,2,122.0,2020-01,2020-05,Left,0,0
1443,1694,29.0,Male,C15,1,61789,2016-04-22,,1,2,26073780,4,,2016-04,,Active,0,1
1444,1695,34.0,Male,C2,2,94933,2020-03-17,2020-07-29,3,3,302530,1,134.0,2020-03,2020-07,Left,0,0
1445,1696,43.0,Female,C8,2,51246,2020-08-29,,2,2,0,1,,2020-08,,Active,0,0
1446,1697,27.0,Female,C14,0,57627,2020-02-03,2020-06-28,1,1,152890,1,146.0,2020-02,2020-06,Left,0,0
1447,1699,31.0,Female,C21,0,14166,2020-07-03,2020-12-06,1,1,360000,1,156.0,2020-07,2020-12,Left,0,0
1448,1701,32.0,Female,C9,0,17234,2019-12-19,2020-06-28,1,1,983750,1,192.0,2019-12,2020-06,Left,0,0
1449,1702,39.0,Male,C3,0,45148,2019-01-11,2019-05-30,2,2,0,1,139.0,2019-01,2019-05,Left,0,0
1450,1703,27.0,Female,C2,0,39434,2019-07-28,2019-10-29,1,1,0,1,93.0,2019-07,2019-10,Left,0,0
1451,1704,30.0,Female,C18,1,114651,2018-03-21,2020-02-28,1,3,30735660,3,709.0,2018-03,2020-02,Left,0,0
1452,1706,30.0,Female,C16,2,104897,2020-05-09,,3,3,0,1,,2020-05,,Active,0,0
1453,1707,35.0,Female,C6,0,21129,2020-09-11,,1,1,1885000,3,,2020-09,,Active,0,1
1454,1708,25.0,Male,C19,0,57063,2020-12-15,,2,2,0,1,,2020-12,,Active,0,0
1455,1709,34.0,Male,C17,0,35823,2019-08-04,2019-10-29,1,1,0,1,86.0,2019-08,2019-10,Left,0,0
1456,1710,43.0,Female,C7,1,121239,2020-10-02,,3,3,2094920,3,,2020-10,,Active,0,0
1457,1712,27.0,Male,C18,1,104754,2020-09-04,,3,3,193680,1,,2020-09,,Active,0,0
1458,1714,28.0,Male,C26,1,39559,2016-01-28,,1,2,14723750,3,,2016-01,,Active,0,0
1459,1715,29.0,Male,C23,0,66935,2019-01-12,2019-05-06,2,2,510930,1,114.0,2019-01,2019-05,Left,0,0
1460,1716,32.0,Female,C7,0,89503,2016-05-17,2019-10-12,1,4,18180000,1,1243.0,2016-05,2019-10,Left,0,0
1461,1717,24.0,Male,C2,2,27693,2020-05-22,2020-07-14,1,1,0,1,53.0,2020-05,2020-07,Left,0,0
1462,1718,36.0,Female,C26,0,95658,2013-10-02,2020-06-30,2,4,10223140,1,2463.0,2013-10,2020-06,Left,0,0
1463,1719,46.0,Female,C3,0,44497,2018-10-01,2020-02-17,1,1,3934690,2,504.0,2018-10,2020-02,Left,0,0
1464,1720,34.668434595389385,Male,C29,0,73122,2019-12-10,2020-03-04,3,3,0,1,85.0,2019-12,2020-03,Left,0,0
1465,1721,37.0,Female,C5,0,26206,2018-09-12,2019-03-17,2,2,0,1,186.0,2018-09,2019-03,Left,0,0
1466,1722,42.0,Male,C27,2,76806,2015-07-30,2020-07-29,1,3,6492630,1,1826.0,2015-07,2020-07,Left,0,0
1467,1723,30.0,Male,C1,1,29283,2020-10-30,,1,1,0,1,,2020-10,,Active,0,0
1468,1724,39.0,Male,C1,1,56536,2020-09-12,,2,2,994340,2,,2020-09,,Active,0,1
1469,1725,25.0,Male,C2,0,47565,2020-09-28,,2,2,0,1,,2020-09,,Active,0,0
1470,1726,29.0,Male,C8,1,39121,2019-06-06,2019-07-04,1,1,0,1,28.0,2019-06,2019-07,Left,0,0
1471,1727,34.0,Male,C1,0,29359,2018-06-18,2019-01-01,1,1,0,1,197.0,2018-06,2019-01,Left,0,0
1472,1728,40.0,Male,C24,2,43047,2020-10-18,2020-12-20,2,2,0,1,63.0,2020-10,2020-12,Left,0,0
1473,1729,39.0,Female,C11,0,96317,2014-10-31,2019-11-18,1,3,5927690,2,1844.0,2014-10,2019-11,Left,0,0
1474,1730,42.0,Male,C9,0,51579,2018-05-26,2019-01-11,1,1,0,1,230.0,2018-05,2019-01,Left,0,0
1475,1731,29.0,Female,C28,0,61343,2013-09-27,2019-01-07,1,5,0,1,1928.0,2013-09,2019-01,Left,0,0
1476,1732,39.0,Female,C10,1,42723,2018-06-09,2019-01-20,1,1,0,1,225.0,2018-06,2019-01,Left,0,0
1477,1733,43.0,Male,C8,2,41276,2016-04-25,,1,1,13366510,3,,2016-04,,Active,0,0
1478,1734,25.0,Male,C19,2,22575,2018-01-13,2019-06-25,1,1,2222160,1,528.0,2018-01,2019-06,Left,0,0
1479,1735,31.0,Male,C21,1,91787,2020-07-14,2020-11-06,3,3,504670,1,115.0,2020-07,2020-11,Left,0,0
1480,1736,32.0,Male,C27,1,49122,2018-12-21,2019-02-28,1,1,0,1,69.0,2018-12,2019-02,Left,0,0
1481,1737,29.0,Male,C10,1,31773,2020-04-11,2020-06-08,1,1,0,1,58.0,2020-04,2020-06,Left,0,0
1482,1738,29.0,Male,C26,1,53928,2016-04-17,2020-03-06,1,1,8320680,1,1419.0,2016-04,2020-03,Left,0,0
1483,1739,30.0,Male,C7,1,56867,2020-05-22,2020-09-13,2,2,0,1,114.0,2020-05,2020-09,Left,0,0
1484,1740,27.0,Female,C22,2,53857,2020-12-05,,1,1,0,1,,2020-12,,Active,0,0
1485,1741,39.0,Male,C12,1,95139,2020-05-29,,3,3,5814180,4,,2020-05,,Active,0,1
1486,1742,32.0,Female,C27,2,95822,2020-05-17,2020-07-10,3,3,0,1,54.0,2020-05,2020-07,Left,0,0
1487,1743,38.0,Male,C18,0,45163,2018-08-11,2020-05-09,2,2,10855850,1,637.0,2018-08,2020-05,Left,0,0
1488,1744,23.0,Male,C22,0,47072,2018-08-31,2019-01-02,1,1,0,1,124.0,2018-08,2019-01,Left,0,0
1489,1745,31.0,Male,C18,2,149637,2014-12-19,,2,4,21356700,2,,2014-12,,Active,0,0
1490,1746,51.0,Female,C12,2,38478,2018-09-24,2020-05-08,1,2,5644080,2,592.0,2018-09,2020-05,Left,0,0
1491,1749,32.0,Female,C1,2,33681,2016-08-08,2019-03-23,1,1,403730,1,957.0,2016-08,2019-03,Left,0,0
1492,1751,30.0,Male,C5,2,60847,2019-08-30,2019-11-23,2,2,153700,1,85.0,2019-08,2019-11,Left,0,0
1493,1752,35.0,Female,C15,1,80094,2020-04-17,,3,3,2199920,1,,2020-04,,Active,0,0
1494,1753,41.0,Male,C13,0,47598,2015-07-19,,1,1,14401180,3,,2015-07,,Active,0,0
